MassAniso: 0.207901
RelativeDielectric: 11.4

Energy SU(meV): 19.9437
Length SU(nm): 3.16673


PotentialIdx,Exponent,Coefficient(Real),Coefficient(Imag),Symmetry,
0,-1,-2,0,

SolidAngleFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

SlaterFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0

GaussFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0


WavefunctionType: 1

BasisIdx,m,l,k,Azimuth,Symmetry,
0,0,0,0,1,A1
1,0,0,1,1,A1
2,0,0,2,1,A1
3,0,0,3,1,A1
4,0,2,0,1,A1
5,0,2,1,1,A1
6,0,2,2,1,A1
7,0,2,3,1,A1
8,0,4,0,1,A1
9,0,4,1,1,A1
10,0,4,2,1,A1
11,0,4,3,1,A1
12,0,6,0,1,A1
13,0,6,1,1,A1
14,0,6,2,1,A1
15,0,6,3,1,A1


Radius0(AU),Aniso0,Energy0(AU),Variance0,Energy1(AU),Variance1,Energy2(AU),Variance2,Energy3(AU),Variance3,Energy4(AU),Variance4,Energy5(AU),Variance5,Energy6(AU),Variance6,Energy7(AU),Variance7,Energy8(AU),Variance8,Energy9(AU),Variance9,Energy10(AU),Variance10,Energy11(AU),Variance11,Energy12(AU),Variance12,Energy13(AU),Variance13,Energy14(AU),Variance14,Energy15(AU),Variance15,Del
1.7791,1.75156,-1.53905,0.156254,-0.443668,0.0749415,-0.239379,0.0918676,-0.18711,0.0611732,-0.134966,0.532991,-0.0780782,0.512531,-0.0489981,4.54174,-0.0330661,5.63206,-0.0160226,22.3998,0.0266861,13.4385,0.0503149,166.248,0.0909112,7.74116,0.165289,0.897998,0.355185,1.70637,0.46437,1.05584,0.570648,0.650053,0
1.7791,1.7709,-1.53911,0.162361,-0.443636,0.0859739,-0.239383,0.103901,-0.187013,0.067196,-0.134835,0.527803,-0.077858,0.500377,-0.0482021,4.74175,-0.0321544,6.29399,-0.0146561,30.4646,0.0273893,11.48,0.0562041,137.124,0.0936642,8.47248,0.1661,0.888689,0.365572,1.66343,0.468975,1.03041,0.569976,0.648262,0
1.7791,1.79023,-1.53908,0.168856,-0.443587,0.0980202,-0.239378,0.117412,-0.186913,0.0734,-0.134702,0.526113,-0.0776406,0.492127,-0.0474379,4.94901,-0.0312531,7.04582,-0.0132508,42.9115,0.0281445,10.1812,0.0623003,114.067,0.0965528,9.52851,0.167006,0.878521,0.376159,1.62782,0.473763,1.00385,0.569384,0.646252,0
1.7791,1.80957,-1.53897,0.175731,-0.443522,0.111028,-0.239366,0.132314,-0.186809,0.0797818,-0.134566,0.527725,-0.0774246,0.487242,-0.0467001,5.16301,-0.0303623,7.87943,-0.0118155,62.3417,0.0289557,9.23323,0.06855,95.2706,0.0996218,11.0581,0.168013,0.867522,0.386937,1.59935,0.478743,0.975699,0.568873,0.64393,0
1.7791,1.82891,-1.53877,0.182977,-0.443442,0.124947,-0.239346,0.148525,-0.186703,0.0863395,-0.134426,0.532461,-0.0772085,0.485289,-0.0459835,5.38406,-0.0294809,8.79013,-0.0103584,93.4383,0.0298252,8.49131,0.0748739,79.3358,0.102942,13.2696,0.169126,0.855719,0.397893,1.57799,0.483925,0.945422,0.568444,0.641183,0
1.7791,1.84824,-1.53849,0.190587,-0.443349,0.139724,-0.239318,0.165963,-0.186593,0.0930728,-0.134282,0.540165,-0.0769913,0.485923,-0.0452838,5.61301,-0.0286073,9.77715,-0.00888676,145.299,0.0307543,7.88104,0.0811537,65.166,0.106621,16.4021,0.170352,0.843136,0.40901,1.56386,0.489325,0.912404,0.568099,0.637883,0
1.7791,1.86758,-1.53814,0.198553,-0.443244,0.155309,-0.239283,0.184552,-0.186481,0.0999819,-0.134132,0.550697,-0.0767717,0.488871,-0.0445969,5.85115,-0.0277397,10.8438,-0.00740687,237.414,0.0317438,7.36147,0.087223,52.0199,0.110817,20.5736,0.171695,0.829784,0.420268,1.55727,0.494963,0.875945,0.567838,0.633879,0
1.7791,1.88691,-1.53772,0.206867,-0.443128,0.171652,-0.239241,0.204217,-0.186366,0.107069,-0.133977,0.563938,-0.0765488,0.493916,-0.0439196,6.1,-0.0268758,11.9975,-0.00592386,417.503,0.0327941,6.90863,0.0928834,39.7759,0.115715,25.4464,0.173163,0.815655,0.431638,1.55866,0.500864,0.835277,0.567666,0.628991,0
1.7791,1.90625,-1.53723,0.215521,-0.443003,0.188706,-0.239192,0.224886,-0.186248,0.114335,-0.133815,0.579783,-0.0763218,0.500892,-0.0432489,6.36129,-0.0260139,13.2497,-0.0044419,827.733,0.0339052,6.50768,0.0979707,29.0759,0.12147,30.0359,0.174761,0.800703,0.443084,1.56856,0.507064,0.789626,0.567584,0.62301,0
1.7791,1.92559,-1.53668,0.224506,-0.442869,0.206423,-0.239136,0.246494,-0.186128,0.121785,-0.133646,0.598148,-0.0760897,0.509669,-0.0425824,6.6369,-0.0251519,14.6161,-0.00296426,2054,0.035077,6.14889,0.102436,20.7264,0.128118,33.2766,0.176496,0.78483,0.454555,1.58744,0.513609,0.738367,0.567598,0.615696,0
1.7791,1.94492,-1.53607,0.233814,-0.442728,0.224757,-0.239073,0.268977,-0.186005,0.129421,-0.133469,0.618962,-0.075852,0.520153,-0.041918,6.92885,-0.0242881,16.1168,-0.0014934,8871.67,0.0363094,5.82548,0.106352,14.8651,0.135572,34.8335,0.178375,0.767872,0.465984,1.61538,0.520562,0.681337,0.567714,0.606773,0
1.7791,1.96426,-1.5354,0.243438,-0.44258,0.243665,-0.239003,0.292276,-0.18588,0.137248,-0.133284,0.642168,-0.0756079,0.532276,-0.0412538,7.23927,-0.0234209,17.7774,-3.10993e-05,2.22647e+07,0.0376016,5.53244,0.109846,10.9883,0.143694,35.0576,0.180403,0.749625,0.477285,1.65149,0.528002,0.61936,0.567942,0.595961,0
1.7791,1.98359,-1.53467,0.253367,-0.442425,0.263106,-0.238925,0.316333,-0.185752,0.14527,-0.133089,0.667725,-0.075357,0.545996,-0.0405883,7.57046,-0.0225491,19.6297,0.00142144,11523.4,0.0389533,5.26589,0.113033,8.45915,0.152354,34.4666,0.182586,0.730071,0.48835,1.69326,0.536027,0.554884,0.568296,0.583056,0
1.7791,2.00293,-1.5339,0.263595,-0.442266,0.283039,-0.238841,0.341098,-0.185622,0.153493,-0.132886,0.695603,-0.0750986,0.561286,-0.0399202,7.92492,-0.0216713,21.7133,0.00286352,3052.33,0.0403636,5.02264,0.115998,6.78546,0.161453,33.4574,0.184933,0.710686,0.499052,1.736,0.544742,0.492122,0.568798,0.568249,0
1.7791,2.02227,-1.53308,0.274112,-0.442102,0.303426,-0.23875,0.36652,-0.185489,0.161922,-0.132671,0.725784,-0.0748323,0.578142,-0.0392481,8.30535,-0.0207866,24.0779,0.00429481,1451.12,0.0418318,4.79998,0.118798,5.64745,0.170914,32.264,0.187452,0.702922,0.50927,1.77359,0.554231,0.43488,0.569493,0.553635,0
1.7791,2.0416,-1.53221,0.28491,-0.441934,0.324232,-0.238651,0.392555,-0.185355,0.170562,-0.132447,0.75826,-0.0745577,0.596571,-0.0385712,8.71471,-0.0198939,26.786,0.00571535,872.375,0.0433569,4.59559,0.121472,4.84932,0.180659,30.913,0.190176,0.816186,0.5189,1.80068,0.564442,0.371031,0.570539,0.556501,0
1.7791,2.06094,-1.53129,0.295981,-0.441763,0.345422,-0.238546,0.41916,-0.185218,0.17942,-0.132211,0.793034,-0.0742744,0.616595,-0.0378886,9.15628,-0.0189926,29.9176,0.0071254,595.184,0.0449378,4.40739,0.124045,4.2721,0.190336,25.7819,0.193423,4.74389,0.527872,1.81486,0.571032,0.406889,0.576356,0.472756,0
1.7791,2.08027,-1.53034,0.307317,-0.441589,0.366965,-0.238433,0.446295,-0.185079,0.188501,-0.131964,0.830118,-0.0739821,0.638249,-0.0371993,9.63373,-0.0180819,33.5756,0.00852548,439.359,0.0465736,4.23358,0.126535,3.84253,0.195579,2.75021,0.20153,26.6408,0.536128,1.81579,0.572794,0.420095,0.588213,0.424963,0
1.7791,2.09961,-1.52935,0.318908,-0.441411,0.388832,-0.238313,0.473923,-0.184937,0.197812,-0.131704,0.86953,-0.0736804,0.661577,-0.0365028,10.1512,-0.0171612,37.8949,0.00991621,342.18,0.0482632,4.07252,0.128955,3.51447,0.198879,1.36608,0.211985,26.9728,0.543584,1.80004,0.574929,0.403516,0.601001,0.423574,0
1.7791,2.11895,-1.52832,0.330746,-0.441232,0.410994,-0.238185,0.50201,-0.184794,0.20736,-0.131433,0.911299,-0.0733691,0.686635,-0.0357984,10.7132,-0.0162301,43.0549,0.0112984,277.001,0.0500054,3.9228,0.131315,3.25808,0.202243,1.09858,0.222758,26.2744,0.550089,1.75549,0.577845,0.404931,0.614468,0.432835,0
1.7791,2.13828,-1.52726,0.342824,-0.441051,0.433426,-0.238051,0.530523,-0.184648,0.21715,-0.131148,0.955458,-0.073048,0.71349,-0.0350855,11.3251,-0.0152881,49.2981,0.0126729,230.869,0.051799,3.78315,0.133624,3.0536,0.205749,0.993756,0.233751,25.4973,0.55547,1.66705,0.581827,0.446494,0.62851,0.445636,0
1.7791,2.15762,-1.52617,0.355132,-0.440868,0.456105,-0.237909,0.559433,-0.1845,0.22719,-0.130851,1.00205,-0.0727167,0.742217,-0.0343636,11.9929,-0.0143348,56.9591,0.0140406,196.842,0.053643,3.65246,0.13589,2.8876,0.209409,0.939188,0.244933,24.7493,0.55968,1.54,0.587003,0.525935,0.643056,0.458955,0
1.7791,2.17695,-1.52504,0.367663,-0.440683,0.479007,-0.237759,0.588711,-0.184349,0.237486,-0.13054,1.05112,-0.0723752,0.772901,-0.0336322,12.7234,-0.01337,66.5098,0.0154026,170.911,0.0555362,3.52976,0.138119,2.75076,0.213225,0.906261,0.256283,24.053,0.562902,1.40437,0.593255,0.614603,0.658049,0.471428,0
1.7791,2.19629,-1.5239,0.380408,-0.440498,0.502114,-0.237602,0.618332,-0.184197,0.248046,-0.130216,1.10271,-0.0720232,0.805636,-0.032891,13.5246,-0.0123933,78.6329,0.0167597,150.621,0.0574775,3.41422,0.140318,2.63646,0.217194,0.884615,0.267783,23.4124,0.565442,1.28525,0.600328,0.687999,0.67345,0.482537,0
1.7791,2.21562,-1.52272,0.39336,-0.440311,0.525407,-0.237438,0.64827,-0.184042,0.258876,-0.129878,1.1569,-0.0716606,0.840527,-0.0321395,14.4056,-0.0114045,94.3459,0.0181131,134.396,0.0594658,3.30509,0.142494,2.53993,0.221314,0.86963,0.279415,22.8258,0.567568,1.18939,0.607993,0.739576,0.689228,0.492192,0
1.7791,2.23496,-1.52152,0.40651,-0.440124,0.54887,-0.237266,0.678504,-0.183885,0.269984,-0.129526,1.21373,-0.0712872,0.877687,-0.0313774,15.3771,-0.0104036,115.218,0.0194637,121.184,0.0614999,3.20175,0.144652,2.45765,0.225582,0.858941,0.291162,22.2897,0.569467,1.11368,0.616097,0.772504,0.705362,0.500507,0
1.7791,2.2543,-1.5203,0.419851,-0.439935,0.572487,-0.237087,0.70901,-0.183726,0.281377,-0.12916,1.27327,-0.070903,0.917239,-0.0306044,16.4515,-0.00939027,143.773,0.0208125,110.258,0.063579,3.10365,0.146799,2.38699,0.229993,0.851206,0.303006,21.7999,0.571254,1.05304,0.624553,0.791921,0.721837,0.507685,0
1.7791,2.27363,-1.51906,0.433374,-0.439746,0.596244,-0.236901,0.739769,-0.183564,0.293063,-0.128779,1.3356,-0.0705077,0.959319,-0.0298202,17.6435,-0.00836447,184.277,0.0221606,101.102,0.065702,3.01031,0.148938,2.32596,0.234544,0.845608,0.314928,21.3521,0.573005,1.00318,0.63331,0.80221,0.738642,0.513951,0
1.7791,2.29297,-1.5178,0.447073,-0.439557,0.620131,-0.236707,0.770762,-0.1834,0.305049,-0.128384,1.40078,-0.0701014,1.00407,-0.0290245,18.9703,-0.00732608,244.402,0.0235087,93.3414,0.067868,2.92132,0.151077,2.27301,0.239232,0.841619,0.326909,20.942,0.574768,0.961076,0.642345,0.80662,0.755768,0.519529,0
1.7791,2.3123,-1.51653,0.460939,-0.439367,0.644135,-0.236505,0.801969,-0.183233,0.317345,-0.127974,1.46888,-0.069684,1.05165,-0.0282171,20.4524,-0.00627506,339.097,0.024858,86.6973,0.070076,2.83632,0.153218,2.22695,0.244051,0.838883,0.338929,20.5655,0.576577,0.924756,0.651642,0.807488,0.77321,0.524622,0
1.7791,2.33164,-1.51524,0.474966,-0.439176,0.668249,-0.236297,0.833375,-0.183064,0.329957,-0.12755,1.54,-0.0692553,1.10222,-0.0273978,22.1142,-0.00521133,500.727,0.0262093,80.9584,0.0723253,2.755,0.155368,2.18681,0.248999,0.837153,0.350965,20.2187,0.57846,0.89307,0.661199,0.806512,0.790965,0.529414,0
1.7791,2.35098,-1.51393,0.489146,-0.438985,0.692462,-0.23608,0.864961,-0.182893,0.342894,-0.12711,1.61421,-0.0688153,1.15596,-0.0265664,23.9849,-0.00413487,810.507,0.0275636,75.9625,0.074615,2.67708,0.15753,2.15183,0.254073,0.836255,0.362994,19.8978,0.580438,0.86552,0.671015,0.804966,0.80903,0.534065,0
1.7791,2.37031,-1.51261,0.503472,-0.438793,0.716769,-0.235857,0.896713,-0.182719,0.356166,-0.126656,1.69159,-0.068364,1.21308,-0.0257228,26.1,-0.00304567,1523.2,0.0289216,71.5824,0.0769444,2.60234,0.159707,2.12139,0.259268,0.836062,0.374993,19.599,0.58253,0.842172,0.681091,0.803842,0.827404,0.538715,0
1.7791,2.38965,-1.51128,0.517937,-0.438601,0.741162,-0.235626,0.928615,-0.182542,0.36978,-0.126187,1.77224,-0.0679014,1.27377,-0.0248667,28.5026,-0.0019437,3815.65,0.0302843,67.7179,0.0793127,2.53056,0.161905,2.09497,0.264583,0.836482,0.386934,19.3183,0.584758,0.823633,0.691433,0.803935,0.846087,0.543484,0
1.7791,2.40898,-1.50994,0.532534,-0.438408,0.765638,-0.235388,0.960654,-0.182363,0.383747,-0.125703,1.85623,-0.0674274,1.33826,-0.0239982,31.2454,-0.000828983,21415.1,0.0316525,64.2883,0.0817194,2.46154,0.164125,2.07214,0.270014,0.83745,0.398789,19.0517,0.587139,0.811069,0.702045,0.805905,0.865079,0.548475,0
1.7791,2.42832,-1.50859,0.547258,-0.438215,0.790192,-0.235142,0.992814,-0.182181,0.398076,-0.125205,1.94366,-0.0669419,1.40679,-0.023117,34.3938,0.000298486,168744,0.033027,61.2285,0.0841636,2.39513,0.166372,2.05256,0.275558,0.838919,0.410527,18.7949,0.589697,0.806276,0.712934,0.810304,0.884381,0.553773,0
1.7791,2.44766,-1.50723,0.562101,-0.438021,0.81482,-0.23489,1.02508,-0.181996,0.412778,-0.124691,2.03462,-0.0664451,1.47961,-0.022223,38.029,0.00143869,7424.94,0.0344087,58.4851,0.0866449,2.33118,0.168647,2.03591,0.281212,0.840856,0.422115,18.5432,0.592454,0.81176,0.724105,0.8176,0.903994,0.559453,0
1.7791,2.46699,-1.50586,0.577057,-0.437827,0.839519,-0.23463,1.05745,-0.181808,0.427862,-0.124163,2.12922,-0.0659368,1.557,-0.0213163,42.2535,0.0025916,2340.59,0.0357983,56.0143,0.0891627,2.26955,0.170954,2.02193,0.286976,0.843239,0.433517,18.2911,0.595436,0.830835,0.735564,0.82818,0.923918,0.565574,0
1.7791,2.48633,-1.50449,0.592121,-0.437632,0.864289,-0.234363,1.0899,-0.181618,0.44334,-0.12362,2.22753,-0.0654172,1.63925,-0.0203968,47.1974,0.00375721,1139.87,0.0371966,53.7792,0.0917165,2.21013,0.173295,2.01039,0.292846,0.846058,0.444693,18.0328,0.598673,0.867693,0.747317,0.842357,0.944156,0.572187,0
1.7791,2.50566,-1.50311,0.607285,-0.437436,0.889127,-0.23409,1.12242,-0.181424,0.459222,-0.123063,2.32967,-0.0648861,1.72669,-0.0194644,53.0284,0.00493549,676.606,0.0386044,51.7494,0.0943057,2.15281,0.175672,2.0011,0.29882,0.849308,0.455602,17.7616,0.602196,0.927411,0.759369,0.860367,0.964709,0.579332,0
1.7791,2.525,-1.50173,0.622545,-0.43724,0.914034,-0.233809,1.155,-0.181227,0.475522,-0.12249,2.43573,-0.0643437,1.81965,-0.0185192,59.9647,0.00612641,450.064,0.0400224,49.8987,0.09693,2.09749,0.178087,1.99387,0.304897,0.852991,0.4662,17.4705,0.606041,1.01582,0.771724,0.882368,0.98558,0.587037,0
1.7791,2.54434,-1.50034,0.637896,-0.437043,0.939008,-0.233521,1.18764,-0.181027,0.49225,-0.121904,2.54581,-0.0637899,1.91849,-0.0175611,68.2949,0.00732997,322.439,0.0414514,48.2053,0.0995889,2.04409,0.180543,1.98854,0.311075,0.857116,0.476442,17.1519,0.610244,1.13919,0.784387,0.908437,1.00677,0.595327,0
1.7791,2.56367,-1.49895,0.653331,-0.436845,0.964051,-0.233227,1.22031,-0.180824,0.509421,-0.121303,2.66002,-0.0632247,2.02362,-0.0165901,78.4062,0.00854613,243.414,0.0428922,46.6503,0.102282,1.99253,0.183039,1.98497,0.317352,0.861695,0.486282,16.7989,0.614844,1.30356,0.79736,0.938567,1.02828,0.604213,0
1.7791,2.58301,-1.49756,0.668845,-0.436646,0.989164,-0.232926,1.25301,-0.180618,0.527046,-0.120688,2.77846,-0.0626483,2.13545,-0.0156064,90.8279,0.00977488,191.053,0.0443454,45.2176,0.105009,1.94274,0.185579,1.98303,0.323726,0.866747,0.495677,16.4058,0.619878,1.51385,0.810647,0.972671,1.05011,0.613704,0
1.7791,2.60234,-1.49616,0.684434,-0.436446,1.01435,-0.232618,1.28573,-0.180408,0.545141,-0.120059,2.90124,-0.0620606,2.25444,-0.0146099,106.298,0.0110162,154.543,0.0458119,43.8931,0.107769,1.89465,0.188163,1.9826,0.330197,0.872296,0.50459,15.9694,0.625377,1.77266,0.824248,1.01058,1.07227,0.6238,0
1.7791,2.62168,-1.49477,0.700093,-0.436245,1.0396,-0.232304,1.31846,-0.180195,0.563719,-0.119417,3.02847,-0.0614617,2.38109,-0.0136008,125.867,0.0122701,128.052,0.0472922,42.6649,0.110563,1.84822,0.190793,1.98356,0.336763,0.878369,0.51299,15.49,0.631367,2.07913,0.838163,1.05205,1.09475,0.634496,0
1.7791,2.64102,-1.49337,0.715816,-0.436042,1.06493,-0.231983,1.3512,-0.179978,0.582797,-0.11876,3.16026,-0.0608516,2.51592,-0.012579,151.076,0.0135366,108.208,0.0487872,41.5224,0.11339,1.80338,0.19347,1.98582,0.343422,0.885001,0.520861,14.9723,0.637861,2.42822,0.852393,1.09678,1.11756,0.64578,0
1.7791,2.66035,-1.49197,0.7316,-0.435839,1.09034,-0.231656,1.38392,-0.179757,0.602388,-0.11809,3.29672,-0.0602304,2.65952,-0.0115448,184.249,0.0148157,92.9464,0.0502976,40.4565,0.116249,1.76008,0.196195,1.98926,0.350173,0.89223,0.528198,14.4254,0.644863,2.81071,0.866936,1.14439,1.1407,0.657637,0
1.7791,2.67969,-1.49057,0.74744,-0.435634,1.11582,-0.231323,1.41663,-0.179533,0.622511,-0.117407,3.43797,-0.0595982,2.81249,-0.0104982,229.024,0.0161074,80.9494,0.051824,39.459,0.11914,1.7183,0.198968,1.99381,0.357016,0.900102,0.535012,13.8614,0.652359,3.21418,0.881789,1.19449,1.16418,0.670045,0
1.7791,2.69902,-1.48918,0.763332,-0.435428,1.14139,-0.230983,1.44931,-0.179305,0.643182,-0.116711,3.58413,-0.0589549,2.97552,-0.00943941,291.344,0.0174117,71.3409,0.0533672,38.5229,0.122064,1.67798,0.201791,1.99936,0.363949,0.90867,0.541327,13.2944,0.660327,3.62467,0.89695,1.24661,1.18798,0.682981,0
1.7791,2.71836,-1.48778,0.779272,-0.43522,1.16704,-0.230637,1.48197,-0.179074,0.664418,-0.116002,3.73532,-0.0583008,3.14934,-0.00836848,381.452,0.0187287,63.5208,0.0549277,37.642,0.12502,1.6391,0.204664,2.00584,0.370971,0.917992,0.547179,12.7377,0.66873,4.02865,0.912413,1.3003,1.21212,0.696416,0
1.7791,2.7377,-1.48639,0.795256,-0.435011,1.19279,-0.230285,1.51458,-0.178838,0.686238,-0.115281,3.89167,-0.0576357,3.33473,-0.00728559,518.205,0.0200584,57.0663,0.0565063,36.8108,0.128008,1.60162,0.207589,2.01317,0.37808,0.92814,0.55261,12.203,0.677529,4.41453,0.928175,1.3551,1.23659,0.710318,0
1.7791,2.75703,-1.485,0.81128,-0.4348,1.21862,-0.229928,1.54714,-0.178598,0.708662,-0.114547,4.05331,-0.0569599,3.53256,-0.0061909,739.41,0.0214008,51.673,0.0581037,36.0243,0.131027,1.56551,0.210565,2.02126,0.385276,0.939191,0.557667,11.699,0.68668,4.77366,0.94423,1.41053,1.2614,0.724655,0
1.7791,2.77637,-1.48361,0.827341,-0.434588,1.24455,-0.229564,1.57965,-0.178355,0.731709,-0.1138,4.22036,-0.0562734,3.74376,-0.00508458,1130.09,0.0227561,47.1164,0.0597205,35.2783,0.134078,1.53074,0.213593,2.03005,0.392558,0.951238,0.562397,11.2312,0.696139,5.10051,0.960571,1.46615,1.28654,0.739391,0
1.7791,2.7957,-1.48223,0.843436,-0.434374,1.27058,-0.229195,1.61211,-0.178107,0.755399,-0.113042,4.39297,-0.0555762,3.96937,-0.00396681,1915.34,0.0241242,43.2286,0.0613573,34.569,0.13716,1.49729,0.216673,2.03947,0.399925,0.964385,0.566846,10.8024,0.705863,5.39241,0.977194,1.52154,1.31203,0.754487,0
1.7791,2.81504,-1.48084,0.859561,-0.434158,1.29671,-0.228819,1.64449,-0.177855,0.779754,-0.112273,4.57128,-0.0548685,4.21048,-0.00283776,3863.3,0.0255053,39.8818,0.0630147,33.8928,0.140274,1.46514,0.219807,2.04945,0.407375,0.978753,0.571056,10.413,0.715816,5.64893,0.994091,1.5763,1.33785,0.769906,0
1.7791,2.83438,-1.47947,0.875713,-0.43394,1.32294,-0.228439,1.6768,-0.177598,0.804797,-0.111491,4.75545,-0.0541503,4.46834,-0.00169762,11150.3,0.0268994,36.9769,0.0646933,33.2469,0.143419,1.43425,0.222994,2.05993,0.414907,0.994485,0.575065,10.0617,0.725965,5.87128,1.01126,1.6301,1.36401,0.785607,0
1.7791,2.85371,-1.47809,0.891889,-0.43372,1.34929,-0.228053,1.70903,-0.177337,0.83055,-0.110699,4.94562,-0.0534218,4.74427,-0.000546597,111166,0.0283067,34.4367,0.0663938,32.6285,0.146595,1.40462,0.226235,2.07084,0.422519,1.01174,0.578908,9.74622,0.73628,6.06167,1.02868,1.68262,1.39051,0.801551,0
1.7791,2.87305,-1.47672,0.908086,-0.433499,1.37575,-0.227661,1.74118,-0.177072,0.857036,-0.109895,5.14195,-0.0526829,5.03974,0.000615128,90780.6,0.0297272,32.2,0.0681167,32.0351,0.149803,1.37621,0.22953,2.08212,0.430212,1.03072,0.582613,9.46369,0.746738,6.22291,1.04636,1.73359,1.41734,0.817698,0
1.7791,2.89238,-1.47535,0.924303,-0.433275,1.40233,-0.227264,1.77323,-0.176801,0.884281,-0.109081,5.34462,-0.0519338,5.35638,0.00178735,11127.6,0.031161,30.2177,0.0698625,31.4647,0.153041,1.349,0.232879,2.09373,0.437983,1.05164,0.586207,9.21087,0.757319,6.35799,1.06429,1.78279,1.44452,0.834008,0
1.7791,2.91172,-1.47399,0.940535,-0.433049,1.42903,-0.226862,1.80519,-0.176527,0.912309,-0.108256,5.5538,-0.0511746,5.69594,0.00296988,4173.68,0.0326083,28.4503,0.0716317,30.9152,0.156311,1.32298,0.236282,2.10561,0.44583,1.07476,0.589712,8.9845,0.768007,6.46994,1.08245,1.83004,1.47203,0.850442,0
1.7791,2.93105,-1.47263,0.95678,-0.432821,1.45586,-0.226454,1.83705,-0.176247,0.941148,-0.107421,5.76968,-0.0504054,6.06041,0.00416251,2201.58,0.0340691,26.8654,0.073425,30.3851,0.159612,1.29812,0.239741,2.1177,0.453752,1.10041,0.593148,8.78139,0.778789,6.56161,1.10085,1.87519,1.49989,0.866962,0
1.7791,2.95039,-1.47128,0.973037,-0.43259,1.48282,-0.226042,1.8688,-0.175963,0.970823,-0.106576,5.99246,-0.0496263,6.45194,0.00536505,1374.1,0.0355436,25.4367,0.0752427,29.8727,0.162944,1.27441,0.243254,2.12997,0.461747,1.12895,0.596532,8.59846,0.789654,6.63566,1.11948,1.91815,1.52808,0.883531,0
1.7791,2.96973,-1.46993,0.989303,-0.432358,1.50991,-0.225624,1.90044,-0.175674,1.00136,-0.105722,6.22233,-0.0488374,6.87295,0.00657731,948.538,0.0370319,24.1422,0.0770853,29.3767,0.166308,1.25181,0.246821,2.14236,0.469813,1.16083,0.599879,8.43282,0.800593,6.69447,1.13832,1.95884,1.55661,0.900113,0
1.7791,2.98906,-1.46859,1.00558,-0.432123,1.53714,-0.225202,1.93196,-0.17538,1.0328,-0.104857,6.45953,-0.0480387,7.3261,0.0077991,700.336,0.0385342,22.9637,0.0789533,28.8959,0.169703,1.23031,0.250444,2.15484,0.477947,1.19659,0.603202,8.28171,0.811602,6.74017,1.15739,1.99722,1.58548,0.916675,0
1.7791,3.0084,-1.46725,1.02185,-0.431886,1.56451,-0.224774,1.96336,-0.175081,1.06515,-0.103984,6.70428,-0.0472304,7.81436,0.00903025,542.614,0.0400505,21.8858,0.0808472,28.4291,0.173129,1.20989,0.254122,2.16737,0.486146,1.23687,0.606513,8.14249,0.822673,6.77463,1.17666,2.03328,1.61468,0.933183,0
1.7791,3.02773,-1.46592,1.03813,-0.431646,1.59203,-0.224342,1.99463,-0.174777,1.09847,-0.103101,6.95682,-0.0464126,8.34104,0.0102706,435.952,0.0415809,20.8958,0.0827672,27.9755,0.176587,1.19051,0.257855,2.17991,0.494407,1.28247,0.609824,8.01261,0.833805,6.79949,1.19613,2.06702,1.64423,0.949608,0
1.7791,3.04707,-1.46459,1.05442,-0.431403,1.61969,-0.223906,2.02578,-0.174467,1.13276,-0.102209,7.21741,-0.0455854,8.90984,0.0115199,360.328,0.0431257,19.9827,0.0847138,27.534,0.180077,1.17217,0.261643,2.19243,0.502726,1.33437,0.613146,7.88955,0.844993,6.81618,1.21581,2.09848,1.6741,0.96592,0
1.7791,3.06641,-1.46327,1.0707,-0.431159,1.64752,-0.223464,2.05678,-0.174153,1.16808,-0.101309,7.48633,-0.0447489,9.5249,0.0127781,304.685,0.0446848,19.1373,0.0866873,27.104,0.183598,1.15483,0.265486,2.2049,0.511099,1.39374,0.616489,7.77073,0.856237,6.82591,1.23567,2.12769,1.70432,0.982093,0
1.7791,3.08574,-1.46195,1.08698,-0.430911,1.67549,-0.223018,2.08765,-0.173833,1.20444,-0.100401,7.76388,-0.0439031,10.1909,0.014045,262.504,0.0462585,18.3517,0.0886881,26.6847,0.187151,1.13847,0.269384,2.21728,0.519519,1.46208,0.619863,7.65346,0.867534,6.82976,1.25573,2.15471,1.73486,0.998101,0
