MassAniso: 0.207901
RelativeDielectric: 11.4

Energy SU(meV): 19.9437
Length SU(nm): 3.16673


PotentialIdx,Exponent,Coefficient(Real),Coefficient(Imag),Symmetry,
0,-1,-2,0,

SolidAngleFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

SlaterFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0

GaussFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0


WavefunctionType: 1

BasisIdx,m,l,k,Azimuth,Symmetry,
0,0,0,0,1,E
1,0,0,1,1,E
2,0,0,2,1,E


Radius0(AU),Aniso0,Energy(AU),Variance,Del
0.05,0.05,43.2322,18.0735,0
0.05,0.0693359,42.5691,18.5,0
0.05,0.0886719,41.9815,18.8921,0
0.05,0.108008,41.4527,19.257,0
0.05,0.127344,40.9722,19.5991,0
0.05,0.14668,40.5324,19.9215,0
0.05,0.166016,40.1279,20.2262,0
0.05,0.185352,39.7546,20.5147,0
0.05,0.204688,39.4092,20.7885,0
0.05,0.224023,39.0889,21.0483,0
0.05,0.243359,38.7916,21.295,0
0.05,0.262695,38.5153,21.5292,0
0.05,0.282031,38.2586,21.7516,0
0.05,0.301367,38.02,21.9625,0
0.05,0.320703,37.7983,22.1625,0
0.05,0.340039,37.5925,22.3518,0
0.05,0.359375,37.4017,22.5309,0
0.05,0.378711,37.2251,22.7,0
0.05,0.398047,37.0619,22.8595,0
0.05,0.417383,36.9116,23.0095,0
0.05,0.436719,36.7734,23.1504,0
0.05,0.456055,36.6468,23.2824,0
0.05,0.475391,36.5314,23.4057,0
0.05,0.494727,36.4268,23.5205,0
0.05,0.514063,36.3325,23.6272,0
0.05,0.533398,36.2481,23.7257,0
0.05,0.552734,36.1733,23.8165,0
0.05,0.57207,36.1078,23.8997,0
0.05,0.591406,36.0513,23.9754,0
0.05,0.610742,36.0035,24.0439,0
0.05,0.630078,35.9642,24.1054,0
0.05,0.649414,35.9331,24.1601,0
0.05,0.66875,35.91,24.2082,0
0.05,0.688086,35.8947,24.2498,0
0.05,0.707422,35.8871,24.2852,0
0.05,0.726758,35.8868,24.3146,0
0.05,0.746094,35.8939,24.3381,0
0.05,0.76543,35.908,24.356,0
0.05,0.784766,35.9291,24.3684,0
0.05,0.804102,35.957,24.3756,0
0.05,0.823438,35.9917,24.3777,0
0.05,0.842773,36.0328,24.3748,0
0.05,0.862109,36.0805,24.3673,0
0.05,0.881445,36.1344,24.3553,0
0.05,0.900781,36.1946,24.339,0
0.05,0.920117,36.2609,24.3185,0
0.05,0.939453,36.3333,24.2941,0
0.05,0.958789,36.4115,24.2658,0
0.05,0.978125,36.4957,24.234,0
0.05,0.997461,36.5856,24.1988,0
0.05,1.0168,36.6813,24.1603,0
0.05,1.03613,36.7825,24.1188,0
0.05,1.05547,36.8893,24.0744,0
0.05,1.0748,37.0016,24.0272,0
0.05,1.09414,37.1193,23.9775,0
0.05,1.11348,37.2424,23.9253,0
0.05,1.13281,37.3708,23.8709,0
0.05,1.15215,37.5044,23.8144,0
0.05,1.17148,37.6433,23.756,0
0.05,1.19082,37.7873,23.6957,0
0.05,1.21016,37.9363,23.6338,0
0.05,1.22949,38.0905,23.5704,0
0.05,1.24883,38.2496,23.5057,0
0.05,1.26816,38.4137,23.4397,0
0.05,1.2875,38.5827,23.3725,0
0.05,1.30684,38.7566,23.3044,0
0.05,1.32617,38.9353,23.2354,0
0.05,1.34551,39.1188,23.1657,0
0.05,1.36484,39.3071,23.0954,0
0.05,1.38418,39.5002,23.0245,0
0.05,1.40352,39.6979,22.9532,0
0.05,1.42285,39.9003,22.8816,0
0.05,1.44219,40.1073,22.8098,0
0.05,1.46152,40.319,22.7378,0
0.05,1.48086,40.5352,22.6658,0
0.05,1.5002,40.756,22.5939,0
0.05,1.51953,40.9813,22.5221,0
0.05,1.53887,41.2111,22.4505,0
0.05,1.5582,41.4454,22.3793,0
0.05,1.57754,41.6842,22.3083,0
0.05,1.59688,41.9274,22.2379,0
0.05,1.61621,42.175,22.1679,0
0.05,1.63555,42.427,22.0984,0
0.05,1.65488,42.6833,22.0296,0
0.05,1.67422,42.944,21.9615,0
0.05,1.69355,43.209,21.8941,0
0.05,1.71289,43.4783,21.8274,0
0.05,1.73223,43.752,21.7616,0
0.05,1.75156,44.0299,21.6966,0
0.05,1.7709,44.312,21.6325,0
0.05,1.79023,44.5984,21.5694,0
0.05,1.80957,44.889,21.5072,0
0.05,1.82891,45.1838,21.446,0
0.05,1.84824,45.4828,21.3859,0
0.05,1.86758,45.786,21.3268,0
0.05,1.88691,46.0934,21.2687,0
0.05,1.90625,46.4049,21.2118,0
0.05,1.92559,46.7205,21.156,0
0.05,1.94492,47.0403,21.1013,0
0.05,1.96426,47.3642,21.0478,0
0.05,1.98359,47.6921,20.9954,0
0.05,2.00293,48.0242,20.9442,0
0.05,2.02227,48.3603,20.8942,0
0.05,2.0416,48.7005,20.8454,0
0.05,2.06094,49.0448,20.7978,0
0.05,2.08027,49.3931,20.7514,0
0.05,2.09961,49.7454,20.7062,0
0.05,2.11895,50.1018,20.6621,0
0.05,2.13828,50.4621,20.6193,0
0.05,2.15762,50.8265,20.5777,0
0.05,2.17695,51.1949,20.5373,0
0.05,2.19629,51.5672,20.4981,0
0.05,2.21562,51.9435,20.4601,0
0.05,2.23496,52.3238,20.4233,0
0.05,2.2543,52.708,20.3877,0
